,,Undergraduate Terms Offered - FASH-LIT,,,,
,X-Offered AY-Offered in alternating years AN-Offered as needed VAR-Offered varying by year,,,,,
"If there is no specific term listed for a course, contact your advisor or the department offering the course.",,,,,,
NH,HSAD 337,Hlth Care/Quality Improvement,,,,X
NH,HSAD 338*,Human Services & Health Sys,,,,
NH,HSAD 339,Health Care Legislation,X,X,,
NH,HSAD 340,Leadership in Health Svcs Adm,,,X,
NH,HSAD 341,Risk Mgmt in Healthcare Org,,,,X
NH,HSAD 342,Children and Health Care,,,,
NH,HSAD 343,Health and Illness in Film,X,X,,
NH,HSAD 344,Indiv & Health Care Politics,,X,,
NH,HSAD 345,Ethics in Health Care Mgmt,,,X,
NH,HSAD 351,Ethical Issues in Reproduction,,X,,
NH,HSAD 352*,Ethics in Health Care Research,,,,
,,,,,,
NH,HSAD 353,Public Health Ethics,,X,,
NH,HSAD 470,Readings in HSA,AN,AN,AN,AN
NH,HSAD 490,Senior Research Project,AN,AN,AN,AN
NH,HSCI 201,Health Assessment,,,,X
NH,HSCI 204,Clinical Health Informatics,,X,,X
NH,HSCI 301,Pharmacology I,X,,,X
NH,HSCI 302,Pharmacology II,,X,,X
NH,HSCI 310,Intro to Clinical Research,,X,,
NH,HSCI 313,Clinical Trials Protocols,,,X,
NH,HSCI 315,Current Issues in Clinical Res,X,,X,
NH,HSCI 325,Exercise Physiology,,,X,
NH,HSCI 326,Applied Anatomy & Kinesiology,,X,,
NH,HSCI 337,Genetics and Health,X,,X,
NH,HSCI 430,Developmental Anatomy,,X,,
NH,HSCI 470,Readings in Health Sciences,AN,AN,AN,AN
NH,HSCI 490,Senior Research Project,AN,AN,AN,AN
AS,HUM 006*,Oral Comm Sk/Non-Native Spkrs,X,X,X,
AS,HUM 315*,Persp in Medical Humanities,,,,
AS,IAS 190,Global Research Methods,,,X,
AS,IAS 320,Building Global Bridges,,X,,
AS,IAS 359,Culture and Values,,X,,
AS,IAS 360,Spec Topics World Civilization,X,,X,
AS,IAS 385*,"Rum, Rice & Revolution",,,,
G,INDE 240,Technology Economics,,X,,
G,INDE 300*,Quality Management,,,,
G,INDE 350*,Industrial Eng Simulatulation,,,,
G,INDE 363*,Oper Resrch Engr II,,,,
G,INDE 365*,Systems Analysis Methods I,,,,
G,INDE 366*,Systems Analysis Methods II,,,,
G,INDE 370*,Industrial Project Management,,,,
G,INDE 375*,Quality Improve by Exper Dsgn,,,,
I,INFO 101,Introduction to Info Tech,X,X,X,
I,INFO 102,Intro to Info Systems,X,X,X,X
I,INFO 105,"Info Eval, Organization & Use",X,,X,
I,INFO 108,Foundations of Software,X,X,X,
I,INFO 110,Human-Computer Interaction I,,X,X,X
I,INFO 120,IST Sem. for Transfer Students,X,X,,
I,INFO 151,Web Systems & Services I,X,X,X,
I,INFO 152,Web Systems & Services II,,X,X,X
I,INFO 153,Applied Data Management,X,,X,
I,INFO 154,Software System Construction,,X,,X
,,,,,,
I,INFO 200,Systems Analysis I,X,,X,
I,INFO 204,Nursing Informatics,X,,X,
I,INFO 205,Strategic Uses of Info Systems,,,,X
I,INFO 210,Database Management Systems,X,X,X,X
I,INFO 215,Soc Aspects Of Info Systems,X,X,X,X
I,INFO 300,Information Retrieval Systems,X,,X,
I,INFO 310,Human-Computer Interaction II,,X,,X
I,INFO 320,Server Technology I,X,X,X,X
I,INFO 321,Server Technology II,,X,,X
I,INFO 322,Server Technology III,X,,X,
I,INFO 324,Team Process & Product,X,,X,
I,INFO 330,Computer Networking Tech I,X,X,X,X
I,INFO 331,Computer Networking Tech II,X,,X,
I,INFO 333,Intro Information Security,X,,X,
I,INFO 336,Distributed Systems Security,,,X,
I,INFO 340*,Prog Internet Info Sys I,,,,
I,INFO 341*,Prog Internet Info Sys II,,,,
I,INFO 355,Systems Analysis II,X,X,X,X
I,INFO 360,Language Processing,,,X,
I,INFO 365,Database Administration I,X,,X,
I,INFO 366,Database Administration II,,X,,X
I,INFO 370,Artificial Intel Info Sys,,,X,
I,INFO 373,Digital Forensics,,,,X
I,INFO 375,Intro to Info Sys Assurance,,X,,X
I,INFO 404,NURS Informatics for BSN Comp,X,X,X,X
I,INFO 405,Comptr-Supptd Coop Work,,X,,X
I,INFO 410,IT Infrastructure,X,,X,
I,INFO 415,IT Services,,X,,X
I,INFO 420,Software Project Management,X,X,X,X
I,INFO 424,Team Project Practicum,X,,,X
I,INFO 425,Design Problem I,X,X,,
I,INFO 426,Design Problem II,,X,X,
I,INFO 435,Information Services,X,,X,X
B,INTB 200,International Business,X,X,X,X
B,INTB 332,Multinational Corporations,X,,,
B,INTB 334,International Trade,X,X,X,
B,INTB 336,Int'l Money & Finance,X,X,X,
B,INTB 338,Rgl St in Econ Pol & Int Bus,,,X,
B,INTB 440,Sem in International Business,,,X,
B,INTB 481,Sp Top International Business,AN,AN,AN,AN
A,INTR 200,History of Modern Architecture,X,,,
,,,,,,
A,INTR 211,Textiles for Interiors,X,X,,
A,INTR 220,Orthographic Drawing,X,,,
A,INTR 231,Structure,X,,,
A,INTR 232,Interior Studio I,,X,,
A,INTR 233,Interior Studio II,,,X,
A,INTR 241,Perspective Drawing II,,X,,
A,INTR 245,CAD for Interior Design,,,X,
A,INTR 250,Interior Materials,X,,,
A,INTR 300,Directions 20c Inter Design,,X,,
A,INTR 305,History of Furniture,,,X,X
A,INTR 331,Residential Design Studio,X,,,
A,INTR 332,Hospitality Design Studio,,X,,
A,INTR 341,Introduction to Rendering,X,,,
A,INTR 350,Interior Detailing,X,,,
A,INTR 351,Interior Lighting,,X,,
A,INTR 430,Commercial Design Studio,X,,,
A,INTR 445,Contract Doc Interior Des,,X,,
A,INTR 450,Professional Practice,X,,,
A,INTR 451,Interior Systems,X,,,
AS,ITAL 101,Italian I,X,X,X,X
AS,ITAL 102,Italian II,X,X,X,X
AS,ITAL 103,Italian III,X,X,X,X
