,,Undergraduate Terms Offered - ACCT-ENVR,,,,
,X-Offered AY-Offered in alternating years AN-Offered as needed VAR-Offered varying by year,,,,,
"If there is no specific term listed for a course, contact your advisor or the department offering the course.",,,,,,
AS,CJ 365,Comp Investigation & the Law,AY,,AY,
AS,CJ 372,Death Penalty,,,X,
AS,CJ 373,Environmental Crimes,AY,,AY,
AS,CJ 374,Restorative Justice,X,,,
AS,CJ 375,Criminal Procedure,X,,,
AS,CJ 376,Sentencing,,X,,
,,,,,,
AS,CJ 377,Intellectual Property Theft,,AY,AY,
AS,CJ 378,Science of Forensic Science,X,,X,
AS,CJ 379,Forensic DNA Analysis,,X,,
AS,CJ 381,Legal Research & Writing I,AY,,,
AS,CJ 382,Legal Research & Writing II,,AY,,
AS,CJ 390,Internship in Criminal Justice,X,,,
AS,CJ 400,Critical Issues in CJ,,,X,
G,CMGT 101,Intro to Construction Mgmt,X,X,,
G,CMGT 161,Bldg Mtls & Constr Mthds I,X,,,
G,CMGT 162,Bldg Mtls & Constr Mthds II,,X,,
G,CMGT 163,Bldg Mtls & Constr Mthds III,,,X,
G,CMGT 261,Construction Safety,X,X,,
G,CMGT 262,Building Codes,,X,X,
G,CMGT 263,Understdg Construction Drwgs,X,,X,
G,CMGT 264,Const Mgmt of Field Operations,,X,X,
G,CMGT 265,Info Technologies in Constrctn,X,,,
G,CMGT 266,Building Systems I,X,,,
G,CMGT 267,Building Systems II,,X,,
G,CMGT 361,Contracts And Specifications I,X,,X,
G,CMGT 362,Contracts & Specs II,X,X,,
G,CMGT 363,Estimating I,X,,X,
G,CMGT 364,Estimating II,X,X,,
G,CMGT 365,Soil Mechanics in Construction,X,X,,
G,CMGT 371,Struct Aspects in Construct I,X,X,,
G,CMGT 372,Struct Aspects in Constr II,,X,X,
G,CMGT 451,Heavy Constr Principles & Prac,,X,,
G,CMGT 461,Construction Management I,,X,X,
G,CMGT 463,Value Engineering I,X,,X,
G,CMGT 465,Marketing Construct Services,,,X,
G,CMGT 467,Techniques of Project Control,X,X,,
G,CMGT 468,Real Estate,,,X*,
G,CMGT 469*,Constr Seminar: Contemp Issues,,,,
AS,COM 101,Human Communication,X,,,
AS,COM 111,Principles of Communication,X,X,X,X
AS,COM 150,Mass Media and Society,X,X,X,X
AS,COM 210,Theory/Models Of Commun,X,X,X,X
AS,COM 220,Qualitative Research Methods,X,X,X,X
AS,COM 230,Techniques of Speaking,X,X,X,X
AS,COM 240,New Technol In Commun,X,X,X,X
